,chainId,blockNumber,blockHash,transactionIndex,hash,log_index,nonce,from,to,token,token_address,value,price,value_usd,gas,gasPrice,gasUsed,maxFeePerGas,maxPriorityFeePerGas,type,callType,traceAddress,subtraces,output,error,result,address,code,init,r,s,v,input
547,1,15951469,,37,0xbe2454c4abbdafd0b876f8fc82b3a808e3719a9fbddfb4ff03fc2fb7974aa9a5,38.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,HTBULL,0x0D5E2681D2AaDC91F7DA4146740180A2190f0c79,1102978.06042799,,,,,,,,,,,,,,,,,,,,,
549,1,15951469,,38,0x964263af70404dfb3e965e8bddc0a798592ca32eed73ac5ea6db92712643d2bd,39.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,BULLSHIT,0xd06b25F67A17f12b41F615b34D87ECd716fF55a0,789017.13207994,,,,,,,,,,,,,,,,,,,,,
551,1,15951469,0x7acafa331ff6d20a69c5e5eceee3722d29cb05c46ca164e497eed35878601276,45,0xe8dbed7d046f185f9ff2fcea1091e6ed636cbde813d9c5bd8425655d9d0e1430,,,0x84e4e8e4a2d7302ea0cebd636c75d705a94df3c1,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,6.9E-17,1257.180307260000063252,8.6745E-14,4590.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0xe4b9b0e585a5244b43e4bba5e5ae9ee78eb0e8b4a2e58aa1e887aae794b10d0a0d0a68747470733a2f2f6170702e756e69737761702e6f72672f232f737761703f6f757470757443757272656e63793d307833346236393664633466353938383963633436353261393666383030356631666164616362653434
555,1,15951470,,25,0x806317424c34ea0f657b1f791963bcb3966b489c438ce42a8436c288527f0a84,16.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,MIDBEAR,0xC82abB524257C8ee4790BFDefB452b2d6a395e21,746347362.5368257,,,,,,,,,,,,,,,,,,,,,
557,1,15951470,,26,0x43033dd5b9116aed92c5b2e8213edc7dc2ac3c529bc76f7b0a6b67fb23468376,17.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,HTBEAR,0x86EB791495bE777db763142a2C547D1112554Fb8,550379365.16112053,,,,,,,,,,,,,,,,,,,,,
559,1,15951470,,27,0x39e714d861e5c5486d9c65f0936130af8147fbf94091f7923fa7ae3e99ca50ff,18.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,MIDBULL,0x59db60bD41bbC8cA4c1EfEE6Ea2A97EAe1E30cF5,36264.51912104,,,,,,,,,,,,,,,,,,,,,
561,1,15951470,0xcace0ba23a454f292c52a929b37b97dfdaaede69b6c7b6db9a8f1f8ca18e8768,29,0x8291f24d6144d6e576f4f221f6123da86234dcf2b6f04387325f80c01f485f74,,,0x84e4e8e4a2d7302ea0cebd636c75d705a94df3c1,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,6.9E-17,1257.180307260000063252,8.6745E-14,4590.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0xe4b9b0e585a5244b43e4bba5e5ae9ee78eb0e8b4a2e58aa1e887aae794b10d0a0d0a68747470733a2f2f6170702e756e69737761702e6f72672f232f737761703f6f757470757443757272656e63793d307833346236393664633466353938383963633436353261393666383030356631666164616362653434
562,1,15951470,0xcace0ba23a454f292c52a929b37b97dfdaaede69b6c7b6db9a8f1f8ca18e8768,31,0x7c9b03280de1ec2a0603b14010dd246f7c96c6609e18e35f27aa1d928c56ba54,,,0x84e4e8e4a2d7302ea0cebd636c75d705a94df3c1,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,6.9E-17,1257.180307260000063252,8.6745E-14,4590.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0xe4b9b0e585a5244b43e4bba5e5ae9ee78eb0e8b4a2e58aa1e887aae794b10d0a0d0a68747470733a2f2f6170702e756e69737761702e6f72672f232f737761703f6f757470757443757272656e63793d307833346236393664633466353938383963633436353261393666383030356631666164616362653434
563,1,15951471,,46,0x2491f1fad79d7df54ce09646edc19109fbf76bdd297206b2e481f3c448d659a2,77.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,BSVBEAR,0xCe49c3c92b33a1653F34811a9d7e34502bF12B89,126224439114.70480153,,,,,,,,,,,,,,,,,,,,,
565,1,15951471,,47,0xe5dc1fa4f1c1abe690f2c49d1372b8129350a0c2bd67116816654357b610febd,78.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,BSVHEDGE,0xf6254cd565c5E78dfB0030b0B14D1E6F482a2413,226.96504913,,,,,,,,,,,,,,,,,,,,,
567,1,15951471,,48,0x8b196cc4300c29e553d98606b9b22cc2eacf2da388e305e42e881d8dfb8a3a34,79.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,LTCHEDGE,0xD0C64D6c0E9aA53fFFd8B80313e035f7B83083F3,76.3837545,,,,,,,,,,,,,,,,,,,,,
569,1,15951471,0xa4487b645680cad7e8885da3347ce33049aaf2e04ac57acbb5b2af6b6ad8f7a7,50,0x05313eacbc41cb213756b529cb05bca1df9faa0db688a7921aa9fbba6c8fce1b,,,0x84e4e8e4a2d7302ea0cebd636c75d705a94df3c1,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,6.9E-17,1257.180307260000063252,8.6745E-14,4590.0,,0.0,,,call,call,[],0.0,0x,,,,,,,,,0xe4b9b0e585a5244b43e4bba5e5ae9ee78eb0e8b4a2e58aa1e887aae794b10d0a0d0a68747470733a2f2f6170702e756e69737761702e6f72672f232f737761703f6f757470757443757272656e63793d307833346236393664633466353938383963633436353261393666383030356631666164616362653434
570,1,15951472,,27,0xf8f958f4ba8dd762443b027eaa52a70d724ee0497a0bd461223f7261871f25ea,32.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,BCHHEDGE,0x02E88a689fdfB920e7Aa6174Fb7AB72add3C5694,10992.49639157,,,,,,,,,,,,,,,,,,,,,
572,1,15951472,,28,0x523c037a89b9cfb2dd83ca6ad403705796f318968c241f3a7d537643374be58b,33.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,ALTHEDGE,0x258FEc90B7788E60dA3bc6f81d5839Dc5B36a110,7598.0313833,,,,,,,,,,,,,,,,,,,,,
574,1,15951473,,40,0x11e2b3bb49e325394d48b57cc348f19a331d331a82d6f301457a0d2d16e4e7d1,43.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,,0x00c83aeCC790e8a4453e5dD3B0B4b3680501a7A7,10442012.927978334452053894,0.030419541452640753,317641.245111647586531814,,,,,,,,,,,,,,,,,,,
576,1,15951473,,41,0x80de2732bebe541a8bf76a24dbae0db597e4179b26d42dbe0f4b9075411ef8a6,44.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,ORBS,0xff56Cc6b1E6dEd347aA0B7676C85AB0B3D08B0FA,6343507.582774243725008251,0.024612453207164119,156129.283550321843047556,,,,,,,,,,,,,,,,,,,
578,1,15951473,,42,0x3f57e139d4728606697e2ad4192c7209bfde2a82bbf26265d5ce161a87415510,45.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,DENT,0x3597bfD533a99c9aa083587B074434E61Eb0A258,832025489.41543811,0.000673738386877805,560567.511079973490450609,,,,,,,,,,,,,,,,,,,
581,1,15951474,,22,0x289a1f9a39d0cc9cd2a318e9458f50652e71f6cfffe2075042fbf27c081baf0a,41.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,ENJ,0xF629cBd94d3791C9250152BD8dfBDF380E2a3B9c,1510026.120523151539295025,0.343845440000000002,519215.595822776074235627,,,,,,,,,,,,,,,,,,,
583,1,15951474,,23,0xda66542eb79a93036347f58c68310eb75b7e82304efebf0f45525d8206fca370,42.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,LINA,0x3E9BC21C9b189C09dF3eF1B824798658d5011937,62206095.64045845376482594,,,,,,,,,,,,,,,,,,,,,
585,1,15951475,,20,0x60f23d92af6c954ee77109e1bb968197f1e98269ceec0deba5358c010d039054,18.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,PERP,0xbC396689893D065F41bc2C6EcbeE5e0085233447,3056183.616589086631855211,0.472123919999999975,1442897.389303816533446489,,,,,,,,,,,,,,,,,,,
587,1,15951475,,21,0x4c264653ae360e8f9e3c5fb7a3fd68869aa4bd3364adad3fd78d9239644058ca,19.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,TRU,0x4C19596f5aAfF459fA38B0f7eD92F11AE6543784,35815903.50021865,0.035882490000000003,1285163.799187560813886211,,,,,,,,,,,,,,,,,,,
590,1,15951476,,43,0x18dd9903ae71b735c3736e95f5ddabd2ce8352ddad4cf69e810d19b174982539,101.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,PTU,0xC229c69eB3BB51828D0cAA3509A05a51083898dd,1375642.58047995,,,,,,,,,,,,,,,,,,,,,
592,1,15951476,,44,0xc485aa1e8cbfc5cba4732b6d5cf7f1d5254be5466373eecf73bd2a50fa5c826b,102.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,EMB,0xdb0aCC14396D108b3C5574483aCB817855C9dc8d,34636337.16158845,0.033086127068072908,1145982.252500931171490942,,,,,,,,,,,,,,,,,,,
594,1,15951476,,45,0x55b3e27f5be4467ef4d37f02e6f0d9fe09a34279fe47acd7fca51e2e76bdfd82,103.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,EOSBEAR,0x3d3dd61b0F9A558759a21dA42166042B114E12D5,158808425927.20006586991,,,,,,,,,,,,,,,,,,,,,
599,1,15951477,,31,0x865a89943a2c96e121c365e3b5b01abf9a51803fcf29e364f429411dcc2ce334,33.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,ADABULL,0x43dE1145Cd22f0a9Cc99e51c205e6e81161Df6B9,3671085.89260894,,,,,,,,,,,,,,,,,,,,,
601,1,15951478,,31,0x2743943a5c0709187d831ac3cfef2f4d47ff78d650798930bc5d25a916d605c6,108.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,LINKBULL,0x83aD87C988aC0c6277C0c6234Cc8108b20bB5d9B,2351647242.56264233,,,,,,,,,,,,,,,,,,,,,
603,1,15951478,,58,0x73ec848aff5c16f64898e43c88672e704072b97c2bc4ffa304c47840fdf9e862,114.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,OKBBULL,0x8aF785687ee8D75114B028997c9ca36b5CC67Bc4,18174.40269161,,,,,,,,,,,,,,,,,,,,,
605,1,15951478,,59,0x04fc52c179aa6080c4dcbbb6c75e585e9d76c6a8f4046b69c198a7f9373e3be1,115.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,ETCHEDGE,0x57e2B08E74B2B2C041e8B7bbB48bf1CDc6b8AfB6,6025.47444539,,,,,,,,,,,,,,,,,,,,,
607,1,15951480,,1,0xfad6f7f0d67b8a7ff8803123dfd9adb3e65571e1fc885621456674d3d66641dc,8.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x9008D19f58AAbD9eD0D60971565AA8510560ab41,WBTC,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,136.88059782,16862.330000000001746230,2308125.811038120839025006,,,,,,,,,,,,,,,,,,,
609,1,15951480,0xcf5e770dc1b2d0e38f4dd6cb2f6d2dcfb40d0bf7f6cc964338df7f09add64642,1,0xfad6f7f0d67b8a7ff8803123dfd9adb3e65571e1fc885621456674d3d66641dc,,,0x9008d19f58aabd9ed0d60971565aa8510560ab41,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,1823.875319305455283542,1257.180307260000063252,2292940.134328362998521284,2300.0,,0.0,,,call,call,[4],0.0,0x,,,,,,,,,0x
610,1,15951480,,84,0x7d33bc89c8f30d0a25e0c5adc0a64bf976439bf7d6556c7fb0da0fe6d4c8665f,153.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,BEARSHIT,0x48dEE19C81B89A9aB473361bAE7a19210f2DEaA4,33034957365.27352658,,,,,,,,,,,,,,,,,,,,,
612,1,15951480,,85,0x3dbcab8b01d2debdc33001d73c24c0645827e6c33defb53d7a84f99f086077cd,154.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,ETCBULL,0x974c98Bc2e82FA18de92B7e697A1D9BD25682e80,51550777.5130581334146,,,,,,,,,,,,,,,,,,,,,
614,1,15951480,,86,0x68ba7ecc3c6ea61b9a6592e675b1264581cd22bf64f4867889807adb361c4ad7,155.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,LTCBULL,0xDB61354E9cf2217a29770E9811832B360a8DAad3,3555253195.967892506983999965,,,,,,,,,,,,,,,,,,,,,
617,1,15951480,,87,0x5ff9b0ef925fc93d5409c16116757bc45b1ce3c6bb7c5034c5b9c931ccd8671f,156.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,144.956834869625389558,739.436280789999955232,107186.342851085976105895,,,,,,,,,,,,,,,,,,,
619,1,15951480,,88,0x7ecefeae49caa75532dfb0e5187b5c719715f66c1e64c8a690ec2542ee522625,157.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,LUA,0xB1f66997A5760428D3a87D68b90BfE0aE64121cC,37288404.012681534547730033,0.008427281845536609,314239.890185105539049667,,,,,,,,,,,,,,,,,,,
621,1,15951481,,44,0x34ddf7ffe3e7a057c24653a3ffd005cd27c56bd759741cd11baecd9dedfb5015,102.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,XAUTBEAR,0x31CbF205e26Ba63296FdBD254a6b1bE3ED28CE47,2.41266145,,,,,,,,,,,,,,,,,,,,,
624,1,15951481,,45,0xb65a7e6884ade9e88d19b389a910c071548b415123e4b61b7e72e7511d887074,103.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,XAUTBULL,0xc9287623832668432099CEF2FfDEF3CeD14f4315,19.50274275,,,,,,,,,,,,,,,,,,,,,
627,1,15951481,,46,0xe1ae8edbc35508bfc6cb569a239ddc8647f1371c52bb6c08ffa87b1e92364a8a,104.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,XAUt,0x68749665FF8D2d112Fa859AA293F07A622782F38,9381.140611,1768.009999999999990905,16585950.411654109914678526,,,,,,,,,,,,,,,,,,,
630,1,15951482,,28,0xe24cc7c700f24f01e70359418f67b98ce24cc1f5d376b1c1d0fec9f452c31293,55.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,UMEE,0xc0a4Df35568F116C370E6a6A6022Ceb908eedDaC,31683633.424824,,,,,,,,,,,,,,,,,,,,,
633,1,15951482,,29,0x5b921ca180f23b86bccef1b1560307c1c9010287c8953713e3b974fa3117f8db,56.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,PAXGBULL,0x81f09eD4b98B1c8e99b1Fa838B72acB842AFE94c,48.70429066,,,,,,,,,,,,,,,,,,,,,
636,1,15951482,,30,0x766ec6676c84cc6345d57cc1ae550732455ae80d77dc04c96098bfc82546bf3a,57.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,BRZ,0x420412E765BFa6d85aaaC94b4f7b708C89be2e2B,38867036.9259,0.183658829414707347,7138274.504628999540391025,,,,,,,,,,,,,,,,,,,
639,1,15951483,,70,0xce09f99e82cb92f04d56e596746eed00d82046e4dba008a7cb69c7477818ef20,91.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,LEOHEDGE,0xD83c5c357969628272DEf87DcdB5B66352dFD794,16.82370488,,,,,,,,,,,,,,,,,,,,,
642,1,15951483,,71,0x68eae83cf0348b0e2e57b3a4cc751f6a7e1545c9b91c0a15432c7759e1c2312c,92.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,TRXHEDGE,0xe58C8dF0088Cf27b26C7D546A9835deAcC29496c,695.10524444,,,,,,,,,,,,,,,,,,,,,
645,1,15951484,,39,0x3cd1a7b883e8edbb279ae36a83be0e1fcaecd93377515769f4ae7a68fba28103,42.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,HUM,0x174aFE7A032b5A33a3270a9f6C30746E25708532,4223202.36546604,,,,,,,,,,,,,,,,,,,,,
648,1,15951484,,40,0x46638965874ec7ee06c90fb1d9ba68159ef914988c5f64f1390c74c8dd2a4ed3,43.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,PAXGBEAR,0x3C4a46F0C075A7F191A7459bb51EB1f81ac36F8A,2.37323537,,,,,,,,,,,,,,,,,,,,,
650,1,15951484,,41,0x04523eda58600fb64c548ca02a2720f34fb100ad951496867807b8262fa85ea1,44.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,SPA,0xB4A3B0Faf0Ab53df58001804DdA5Bfc6a3D59008,2079972.006042102191780821,,,,,,,,,,,,,,,,,,,,,
652,1,15951485,,26,0x591e093a8613c434952addaed8925720f47a93228ee54bacc85b4c7d189423a1,54.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,INDI,0x3392D8A60B77F8d3eAa4FB58F09d835bD31ADD29,13079255.765705660004422833,,,,,,,,,,,,,,,,,,,,,
654,1,15951485,,27,0x46dac5c2994202cc4f7c62e3012bc4bf713acca22ca346ab51c324b4a0a26625,55.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,XRPBEAR,0x94FC5934cF5970E944a67de806eEB5a4b493c6E6,13737242010592.66337345,,,,,,,,,,,,,,,,,,,,,
656,1,15951485,,28,0x780beed2149b72e1669cb45338b5f90f75e3daafe151eb226de71a902cd08154,56.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,ETCBEAR,0xA340f0937a8c00DB11C83Cc16CEC12310160F0b6,14826373816639.79165547,,,,,,,,,,,,,,,,,,,,,
659,1,15951486,,18,0xaf4f64f780d8f06ac0293ee33addbe49120e4509d304203935b17b27d529c136,21.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,MAPS,0x2b915b505c017ABb1547aA5Ab355FbE69865cC6D,13046712.416419,0.102978946870702373,1343536.704767745175198587,,,,,,,,,,,,,,,,,,,
661,1,15951486,,21,0x12cfa1a0460617b22561c5d0409948bf609aba919335060f6a86a3e3725075cb,26.0,,0xB78994Cb15815d77A0320Dbe8196F113043E70D1,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,VB,0xd8ADb97480e8EE2A8E58dB53B6E485613cb7d131,1548,,,,,,,,,,,,,,,,,,,,,
666,1,15951487,,51,0xd5e0479cd323569ec20e1f9d7fb4853c1bc320d2f827407d9db82f3525ba1dd9,69.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,OKBBEAR,0x053E5BA7Cb9669Dcc2fEb2D0E1d3d4a0AD6aaE39,7017086842119.70380114,,,,,,,,,,,,,,,,,,,,,
668,1,15951487,,52,0x5b87a2fc1251096676d54ea9caed7b801313c57eb5d694f055ae5170da483006,70.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,OXY,0x965697b4ef02F0DE01384D0d4F9F782B1670c163,3788362.698007,0.030350831833514585,114979.959171570055875785,,,,,,,,,,,,,,,,,,,
670,1,15951487,,53,0xcde566c0ce214f35458b7df28c6f17588cbb867fb96781a60aed356267b8cbec,71.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,BTMXBEAR,0xdBF637f78624F896B92F801E81f6031b7865eD20,2935229400647.70829707,,,,,,,,,,,,,,,,,,,,,
672,1,15951487,,54,0xc48194da79cd4387c751d140b0415b164f845618a7afea01f6c473d152aa91b7,72.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,77.239299,1.000000000000000000,77.239299000000000000,,,,,,,,,,,,,,,,,,,
674,1,15951488,,52,0x58fc7480d5d9f7477bdabfd23d5c81ffbf7c5764b98d8c53b6664d84cefa90ba,108.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,USDTBULL,0x8Cce19943A01E78B7C277794fb081816F6151Bab,44.95827136,,,,,,,,,,,,,,,,,,,,,
676,1,15951488,,53,0xa2261dd50a477dd1b587f36e29a767786c5590dccc32d5aea9da0306dbe0a73e,109.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,USDTBEAR,0x0cd6c8161f1638485A1A2F5Bf1A0127E45913C2F,56.04847166,,,,,,,,,,,,,,,,,,,,,
678,1,15951489,,42,0xb708daf76bbdca6fae7f8bfddc2d26a3cad91896e0dcecfbf908bac731649b47,67.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,MATICBEAR,0xbE893b4C214DBFfC17ef1E338fBDb7061FF09237,28960304917950.63362467,,,,,,,,,,,,,,,,,,,,,
680,1,15951489,,43,0x8c84f1ae73cdfa2f249027fb99bf1ae1c771592e85cfb6b91c987e200ad1e8d2,68.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,ALGOBEAR,0x057FB10e3fec001a40e6B75D3a30B99e23e54107,6625927995202997.33304981,,,,,,,,,,,,,,,,,,,,,
682,1,15951490,,23,0xe9ff328acd3e8b96e859a2d0ed360f4219202f26d61c6d50abdecd6017120fda,39.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,XRPMOON,0x574A37B7244dABB08CE1618193F818f1C85180E6,254985.37046944,,,,,,,,,,,,,,,,,,,,,
684,1,15951490,,24,0x25348f60a78e4fdfa6a608600be4081b39867aca2353497fba8c6165226bd50b,40.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,HMT,0xd1ba9BAC957322D6e8c07a160a3A8dA11A0d2867,19321789.75408563615146904,0.049428082226477411,955039.012727653578108618,,,,,,,,,,,,,,,,,,,
686,1,15951490,,25,0xadb37b18fa3a22d11d1fb816b6d60fadead9c57f6add469a0af206dddff6fec9,41.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,BCHMOON,0x9003ce9E92e1105f235CA59e2BF65ABD36dFdC01,673408334.4556324,,,,,,,,,,,,,,,,,,,,,
688,1,15951491,,40,0x8c2a902b57ece292f607e8e5037b455bbde0510ec55fd24986b3178b86c10065,250.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,HTDOOM,0xEEf85c9D7486748AaE4a26Aa55eeb82a62e631c3,59649614.03629275,,,,,,,,,,,,,,,,,,,,,
690,1,15951491,,66,0x46a7db3f985cde93110958158f073a37d0c36e9fb781604b1992adb8d208e57f,276.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,ALTDOOM,0xc1915A97Fd75818D3e10570B7613EdA8636720bB,204477.80317506,,,,,,,,,,,,,,,,,,,,,
692,1,15951491,,67,0x4be908fe9598f8acd6f181a4fb1de1954adfb4fe969ff0ee2696452f6f55622f,277.0,,0x2FAF487A4414Fe77e2327F0bf4AE2a264a776AD2,0xd8019a114e86ad41D71a3EeB6620b19Dd166A969,LTCDOOM,0x31E15A071A5340F0393eA98dDe3A095D64206A02,164943.76386591,,,,,,,,,,,,,,,,,,,,,
694,1,15951492,,0,0x322c107ccb4fd02b341ee5d5ef32d6c42ff7066fa2186cb281c2b41b2ca52de0,1.0,,0x59ABf3837Fa962d6853b4Cc0a19513AA031fd32b,0x9008D19f58AAbD9eD0D60971565AA8510560ab41,SUSHI,0x6B3595068778DD592e39A122f4f5a5cF09C90fE2,831137.06105493970061293,1.197000000000000064,994871.062082762874826449,,,,,,,,,,,,,,,,,,,
696,1,15951492,0x06c23dcb2567587fcada7447dee1e149521bba3c833c7541e088d04d859b56eb,0,0x322c107ccb4fd02b341ee5d5ef32d6c42ff7066fa2186cb281c2b41b2ca52de0,,,0x9008d19f58aabd9ed0d60971565aa8510560ab41,0x59abf3837fa962d6853b4cc0a19513aa031fd32b,,,672.272753393720623104,1257.180307260000063252,845168.066674043943231082,2300.0,,0.0,,,call,call,[5],0.0,0x,,,,,,,,,0x
